"","mzmed","rtmed","FC","logFC","p.val.adj.DISEASE.CTR","threshold","FC.1","logFC.1","p.val.adj.TREATMENT.DISEASE","threshold.1","FC.combi","CTR","DISEASE","TREATMENT"
"M776T531",776.42827984521,531.463,-61.5535705775489,-5.94377064136336,0.999999999953486,"FALSE",559.945973040216,9.1291438237537,0.000423319187467988,"TRUE",34466.6739711452,5897.64163316999,95.8131523132324,53650.1888020833
"M476T313",476.002158196316,313.083,-56.9879269147296,-5.8325844067064,0.999999999953486,"FALSE",591.065493484254,9.20717418801153,8.53394136580582e-06,"TRUE",33683.5971444993,1174.42026628767,20.6082293192546,12180.8132324219
"M605T461",605.394954103342,460.83,-62.1008367728005,-5.95654080294401,0.999999999953486,"FALSE",527.903905938432,9.04413153026169,2.30389347104441e-05,"TRUE",32783.2742944064,60218.4860185896,969.688802083333,511902.506164551
"M356T469",355.741202826873,468.61,-60.9151469540176,-5.92872910328735,0.999999999953486,"FALSE",536.60370396387,9.06771320276277,8.48066433842109e-06,"TRUE",32687.2934830293,28161.2996510097,462.303730010986,248073.893880208
"M693T469",693.44715585515,469.193,-61.0123191690759,-5.93102866559132,0.999999999953486,"FALSE",482.881519772731,8.91552544135238,2.48974843549666e-05,"TRUE",29461.7214052223,32340.8166057042,530.070271809896,255961.138437907
"M380T472_1",379.730399204549,472.481,-61.333743873268,-5.93860911210671,0.999999999953486,"FALSE",460.817482447983,8.84805164041469,2.98908301340629e-05,"TRUE",28263.6614407887,22927.4028788975,373.813849131266,172259.95686086
"M355T469",355.239635657012,469.1925,-56.6641635894288,-5.82436470735401,0.999999999953486,"FALSE",482.899322879784,8.91557863034335,1.19544235714412e-05,"TRUE",27363.0862288845,89525.6510663714,1579.93421936035,762949.164723714
"M560T456",560.364534593256,455.6675,-55.7819336999086,-5.80172604164001,0.999999999953486,"FALSE",481.41376443382,8.91113358126833,2.17803126692769e-05,"TRUE",26854.1906898708,225368.149117606,4040.16379801432,1944990.46293132
"M780T476",780.496245758731,475.862,-54.2453462472387,-5.76142746776209,0.999999999953486,"FALSE",458.164261114232,8.83972111606423,2.42192896957045e-05,"TRUE",24853.2789822518,18729.4685450963,345.273278554281,158191.87655131
"M358T469_1",357.717268734926,469.09,-48.9378057807236,-5.61287751178821,0.999999999953486,"FALSE",402.666973343301,8.65344333738047,1.65622005950436e-05,"TRUE",19705.6381357863,20090.757384164,410.536538441976,165309.505381266
"M381T313",381.033535336257,313.055,-46.7256375208513,-5.54614244300752,0.999999999953486,"FALSE",393.462846282927,8.62008360183781,0.000512465725634802,"TRUE",18384.8023333385,11059.6505497524,236.693411509196,93130.0633888245
"M650T478",650.433463929259,477.98,-45.1875998194072,-5.49785502386796,0.999999999953486,"FALSE",395.740547547715,8.62841108108753,4.92436996841544e-05,"TRUE",17882.5654948992,34249.5083639962,757.940419514974,299947.756627401
"M379T313_2",379.029435646477,313.055,-46.7551357334245,-5.54705293882234,0.999999999953486,"FALSE",374.917394779085,8.55042895266226,0.00057140804758108,"TRUE",17529.313681718,16314.6881288801,348.938953399658,130823.28334554
"M402T476_1",401.74363761894,475.743,-44.764608595952,-5.48428666686433,0.999999999953486,"FALSE",359.02086854935,8.48792389476355,1.63373641964256e-05,"TRUE",16071.4286583904,18783.3137141636,419.601875305176,150645.829717
"M349T313_2",349.072171939476,313.1325,-48.5152926986315,-5.60036767152478,0.999999999953486,"FALSE",312.292498617763,8.2867541054767,0.0022022719478015,"TRUE",15150.9619780278,17148.6147580828,353.468232472738,110385.477500916
"M733T529",733.405464690125,529.478,-38.5975712439705,-5.27043816350714,0.999999999953486,"FALSE",369.555547382558,8.52964741993868,0.00045015002239199,"TRUE",14263.9465687028,2355.31853812081,61.0224545796712,22551.1866048177
"M770T426",770.458288553958,426.345,-18.5988103053104,-4.21713843549366,0.999999999953486,"FALSE",738.365204195552,9.528190756684,0.00553006464532207,"TRUE",13732.7143688748,18276.9652186802,982.695393880208,725588.085164388
"M516T450",516.339156640268,450.4055,-39.7534490086338,-5.31300812891436,0.999999999953486,"FALSE",334.938606509391,8.38775286683325,2.50612268600321e-05,"TRUE",13314.9648148939,224699.02431815,5652.31520589193,1893178.57861328
"M606T474",606.407255873078,473.9375,-36.5065132843954,-5.19008197928538,0.999999999953486,"FALSE",363.465317713606,8.50567389683636,5.04829787840727e-05,"TRUE",13268.8514495287,39198.4051775251,1073.7373046875,390266.270589193
"M726T422_2",726.431056979222,421.925,-18.6127623651287,-4.21822028003872,0.999999999953486,"FALSE",664.780556860553,9.37673437734168,0.0013891657294176,"TRUE",12373.4025298034,42845.5491507394,2301.94467163086,1530288.06066895
"M727T422",727.434157028612,421.9135,-18.1936659754365,-4.18536436639234,0.999999999953486,"FALSE",660.959734145928,9.3684185747945,0.00182675755942031,"TRUE",12025.2806262643,16690.5019574847,917.379816691081,606351.119750977
"M438T434",438.272915804382,434.013,-18.8886077948134,-4.23944446514,0.999999999953486,"FALSE",630.544881266358,9.30045525291497,0.00165748096970279,"TRUE",11910.1149592674,32840.0123334612,1738.61476135254,1096274.63826497
"M422T479",421.780810113828,478.674,-37.8090272641445,-5.24065882759661,0.999999999953486,"FALSE",301.852173337211,8.23769837837452,1.47957093404389e-05,"TRUE",11412.7370514479,42096.7488010951,1113.40470377604,336083.629638672
"M712T480",712.397485028131,480.005,-38.1864535850874,-5.25498903650837,0.999999999953486,"FALSE",294.116898616583,8.20024586706315,0.00565040359263812,"TRUE",11231.281297612,14736.3449750628,385.905042012533,113501.194117228
"M517T451",517.342613632096,450.8065,-36.6780729565702,-5.19684593749994,0.999999999953486,"FALSE",304.339698935811,8.24953872514614,2.9964889502721e-05,"TRUE",11162.5936811483,56435.0648411342,1538.65948486328,468275.164388021
"M412T434_1",411.749135496733,433.972,-17.3872186826778,-4.11995526769146,0.999999999953486,"FALSE",638.993559777432,9.31965758053387,0.00346143243281985,"TRUE",11110.320760673,18844.0784083775,1083.78911844889,692534.266845703
"M737T473",737.47280472327,472.6465,-37.5562827011719,-5.23098236783683,0.999999999953486,"FALSE",287.172429992255,8.16577343955304,3.71191567033305e-05,"TRUE",10785.1289647716,16297.8269380842,433.957403818766,124620.602167765
"M756T483",756.423513263042,482.728,-36.0359627167575,-5.17136548298727,0.999999999953486,"FALSE",273.250898544088,8.09408242976328,0.00528742208395392,"TRUE",9846.85919225523,11658.5377338954,323.525080362956,88403.5189107259
"M814T430",814.484242290958,430.0315,-14.8109260600177,-3.88858994351051,0.999999999953486,"FALSE",662.137645826575,9.37098734685158,0.00902616289684822,"TRUE",9806.87171389159,7131.56579807826,481.507082621257,318823.966135661
"M400T476",399.7676199296,475.862,-33.1568741285453,-5.05123609774591,0.999999999953486,"FALSE",283.444308965813,8.14692149259153,1.0335978730231e-05,"TRUE",9398.12727483196,49460.0059945243,1491.69688924154,422812.99395752
"M562T470",562.380918045068,469.87,-30.936404254063,-4.95123361661626,0.999999999953486,"FALSE",300.348029036393,8.23049138632181,5.25830490073671e-05,"TRUE",9291.6880431809,44777.2724958147,1447.39744567871,434722.970041911
"M444T481_1",443.793692205616,481.3945,-32.0571706471326,-5.00257519431998,0.999999999953486,"FALSE",264.185752259594,8.04540885280649,1.20944512982946e-05,"TRUE",8469.04774272688,27919.4587838309,870.927103678385,230086.532048543
"M771T426",771.460849643953,426.467,-14.1563569823118,-3.82337814281127,0.999999999953486,"FALSE",577.799689571907,9.17442561857654,0.00600104121746998,"TRUE",8179.53866984886,7378.9391544887,521.245625813802,301175.560785929
"M683T418_2",683.407370368256,417.738,-15.8300921007041,-3.98459774409856,0.999999999953486,"FALSE",510.783037655552,8.9965668058558,0.0017205904635989,"TRUE",8085.74252956481,26680.0835876465,1685.40292867025,860875.227579753
"M668T477",668.371204863162,476.6825,-30.5163189244887,-4.93150904036007,0.999999999953486,"FALSE",252.777897896437,7.98172651409198,0.00558692082373024,"TRUE",7713.85094926953,14393.0065787179,471.649500528971,119222.569287618
"M376T313",376.029881204841,313.055,-30.3077493359595,-4.92161481595024,0.999999999953486,"FALSE",251.992884240793,7.97723918534332,0.000398539932736567,"TRUE",7637.3371700154,5714.11857169015,188.536552429199,47509.8696314494
"M163T313",163.060206616296,313.054,-28.3624144331572,-4.8259084463109,0.999999999953486,"FALSE",267.336598450785,8.06251354620754,8.05833297116592e-06,"TRUE",7582.31139841171,64597.561453683,2277.57624816895,608879.486897786
"M688T527_3",688.376149933707,527.2725,-29.1986140842921,-4.86782798792518,0.999999999953486,"FALSE",258.213254264973,8.01241924685503,0.000872512049631405,"TRUE",7539.46916273212,8127.84329877581,278.364009857178,71877.2768554688
"M363T313",363.060870588126,313.055,-28.1768222948905,-4.81643701249997,0.999999999953486,"FALSE",263.707226528717,8.0427932965642,0.000164525366650484,"TRUE",7430.43165977809,8443.87038966588,299.674331665039,79026.2868652344
"M385T543",385.111566371488,542.9245,-30.4387135826091,-4.9278354830584,0.999999999953486,"FALSE",235.823939870668,7.88156637195821,0.00158869602911919,"TRUE",7178.17736164568,15322.0338047573,503.373237609863,118707.460118612
"M561T456",561.364154151247,455.6335,-29.3310522612806,-4.87435692407633,0.999999999953486,"FALSE",243.855186572992,7.9298808472564,2.76967848961795e-05,"TRUE",7152.52922155676,61691.0748247419,2103.26838175456,512892.903645833
"M277T432",277.092755704123,432.354,-29.2240621248545,-4.86908482060126,0.999999999953486,"FALSE",244.071614081598,7.93116070691336,0.000312818513060675,"TRUE",7132.76401283413,52353.6551426479,1791.45715332031,437243.838968913
"M682T417_2",682.405182217507,417.37,-14.7898497415729,-3.88653549024599,0.999999999953486,"FALSE",464.630730234776,8.85994076555547,0.000700113184087935,"TRUE",6871.81868548961,75204.897984096,5084.89939371745,2362600.51847331
"M624T473",624.344972100846,473.265,-28.179810513917,-4.81659000562819,0.999999999953486,"FALSE",231.32879319116,7.85380103728272,0.00505061660260565,"TRUE",6518.80155853999,14200.1310599191,503.911516825358,116569.243062337
"M653T465",653.37269358518,465.0365,-28.9831944135868,-4.85714470671326,0.999999999953486,"FALSE",223.323106074174,7.80298871677061,4.59779237965652e-05,"TRUE",6472.61700039388,8585.75815255301,296.232293446859,66155.5158920288
"M479T887",479.262735951346,887.33,-31.8089644169022,-4.99136149867553,0.999999999953486,"FALSE",200.381520375048,7.6466056559297,0.000398075014052569,"TRUE",6373.92865141468,47813.5514787946,1503.14706420898,301202.894073486
"M416T430",416.259930396122,430.3195,-14.2857519576205,-3.83650507214717,0.999999999953486,"FALSE",445.569209037603,8.79950572877313,0.000599658316144349,"TRUE",6365.29120026437,29658.1347045898,2076.06395467122,925030.174194336
"M346T422_1",345.709456751026,421.912,-14.4242761274589,-3.85042701489993,0.999999999953486,"FALSE",439.697252333699,8.78036670695814,0.000515968934437464,"TRUE",6342.31458014624,25917.0257568359,1796.76439412435,790032.3671875
"M394T426_2",394.246435294521,426.345,-15.1071380967175,-3.91715847645334,0.999999999953486,"FALSE",414.740162748137,8.69606395197385,0.000317312167128996,"TRUE",6265.53691289118,17090.0497087751,1131.2566019694,469177.547210693
"M460T437",460.286207532852,437.354,-12.2966944428284,-3.62019864200774,0.999999999953486,"FALSE",486.645884954145,8.9267285455522,0.00177533783335302,"TRUE",5984.13574914096,22828.373046875,1856.46420288086,903440.664896647
"M465T484",465.305268843969,484.005,-26.8109504499544,-4.74475045874834,0.999999999953486,"FALSE",219.791561168476,7.77999218527884,1.32148849917059e-05,"TRUE",5892.82065580613,39171.0643877302,1461.00991312663,321117.649688721
